0.00632,18,2.309999943,0,0.537999988,6.574999809,65.19999695,4.090000153,1,296,15.30000019,396.8999939,4.980000019,24
0.027310001,0,7.070000172,0,0.469000012,6.421000004,78.90000153,4.967100143,2,242,17.79999924,396.8999939,9.140000343,21.60000038
0.02729,0,7.070000172,0,0.469000012,7.184999943,61.09999847,4.967100143,2,242,17.79999924,392.8299866,4.03000021,34.70000076
0.032370001,0,2.180000067,0,0.458000004,6.998000145,45.79999924,6.062200069,3,222,18.70000076,394.6300049,2.940000057,33.40000153
0.069049999,0,2.180000067,0,0.458000004,7.146999836,54.20000076,6.062200069,3,222,18.70000076,396.8999939,5.329999924,36.20000076
0.029850001,0,2.180000067,0,0.458000004,6.429999828,58.70000076,6.062200069,3,222,18.70000076,394.1199951,5.210000038,28.70000076
0.088289998,12.5,7.869999886,0,0.523999989,6.012000084,66.59999847,5.560500145,5,311,15.19999981,395.6000061,12.43000031,22.89999962
0.144549996,12.5,7.869999886,0,0.523999989,6.171999931,96.09999847,5.950500011,5,311,15.19999981,396.8999939,19.14999962,27.10000038
0.211239994,12.5,7.869999886,0,0.523999989,5.631000042,100,6.082099915,5,311,15.19999981,386.6300049,29.93000031,16.5
0.170039997,12.5,7.869999886,0,0.523999989,6.004000187,85.90000153,6.592100143,5,311,15.19999981,386.7099915,17.10000038,18.89999962
0.224889994,12.5,7.869999886,0,0.523999989,6.376999855,94.30000305,6.346700191,5,311,15.19999981,392.519989,20.45000076,15
0.117470004,12.5,7.869999886,0,0.523999989,6.008999825,82.90000153,6.226699829,5,311,15.19999981,396.8999939,13.27000046,18.89999962
0.093780003,12.5,7.869999886,0,0.523999989,5.888999939,39,5.450900078,5,311,15.19999981,390.5,15.71000004,21.70000076
0.629760027,0,8.140000343,0,0.537999988,5.948999882,61.79999924,4.707499981,4,307,21,396.8999939,8.260000229,20.39999962
0.637960017,0,8.140000343,0,0.537999988,6.096000195,84.5,4.461900234,4,307,21,380.019989,10.26000023,18.20000076
0.627390027,0,8.140000343,0,0.537999988,5.834000111,56.5,4.498600006,4,307,21,395.6199951,8.470000267,19.89999962
1.053930044,0,8.140000343,0,0.537999988,5.934999943,29.29999924,4.498600006,4,307,21,386.8500061,6.579999924,23.10000038
0.784200013,0,8.140000343,0,0.537999988,5.989999771,81.69999695,4.257900238,4,307,21,386.75,14.67000008,17.5
0.802709997,0,8.140000343,0,0.537999988,5.455999851,36.59999847,3.796499968,4,307,21,288.9899902,11.68999958,20.20000076
